ts_code,name,strategy,close,pct_chg,vol_ratio,patterns,position_ratio,reason
003027.SZ,同兴科技,☆缩量洗盘,22.34,-1.8453,0.71,连续缩量+缩量,0.55,"上升趋势中缩量回调,支撑有效"
000628.SZ,高新发展,☆缩量洗盘,51.55,-1.8469,0.64,地量+缩量,0.46,"上升趋势中缩量回调,支撑有效"
603006.SH,联明股份,☆缩量洗盘,13.76,-1.8545,0.7,连续缩量+地量+缩量,0.29,"上升趋势中缩量回调,支撑有效"
603788.SH,宁波高发,☆缩量洗盘,16.39,-1.8563,0.83,连续缩量+地量+平量+缩量,0.35,"上升趋势中缩量回调,支撑有效"
000058.SZ,深赛格,☆缩量洗盘,9.48,-1.8634,0.69,连续缩量+地量+缩量,0.33,"上升趋势中缩量回调,支撑有效"
001223.SZ,欧克科技,☆缩量洗盘,55.1,-1.87,0.74,连续缩量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
002878.SZ,元隆雅图,☆缩量洗盘,19.86,-1.8775,1.02,平量,0.53,"上升趋势中缩量回调,支撑有效"
002910.SZ,庄园牧场,☆缩量洗盘,11.98,-1.8837,0.74,地量+缩量,0.43,"上升趋势中缩量回调,支撑有效"
001387.SZ,雪祺电气,☆缩量洗盘,14.51,-1.8932,0.68,连续缩量+地量+缩量,0.35,"上升趋势中缩量回调,支撑有效"
603321.SH,梅轮电梯,☆缩量洗盘,8.29,-1.8935,0.83,连续缩量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
002356.SZ,赫美集团,☆缩量洗盘,4.14,-1.8957,0.66,连续缩量+地量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
002609.SZ,捷顺科技,☆缩量洗盘,10.31,-1.9029,0.72,地量+缩量,0.44,"上升趋势中缩量回调,支撑有效"
603305.SH,旭升集团,☆缩量洗盘,18.9,-1.9201,0.59,连续缩量+地量+缩量,0.65,"上升趋势中缩量回调,支撑有效"
002454.SZ,松芝股份,☆缩量洗盘,9.18,-1.9231,0.93,,0.54,"上升趋势中缩量回调,支撑有效"
603520.SH,司太立,☆缩量洗盘,10.68,-1.9284,0.65,连续缩量+地量+缩量,0.42,"上升趋势中缩量回调,支撑有效"
603199.SH,九华旅游,☆缩量洗盘,41.47,-1.939,0.58,连续缩量+地量+平量+缩量,0.62,"上升趋势中缩量回调,支撑有效"
601882.SH,海天精工,☆缩量洗盘,20.18,-1.9436,0.94,连续缩量+平量,0.39,"上升趋势中缩量回调,支撑有效"
002153.SZ,石基信息,☆缩量洗盘,13.09,-1.9476,0.97,,0.52,"上升趋势中缩量回调,支撑有效"
605136.SH,丽人丽妆,☆缩量洗盘,12.08,-1.9481,0.97,,0.58,"上升趋势中缩量回调,支撑有效"
603429.SH,集友股份,☆缩量洗盘,11.57,-1.9492,0.92,平量,0.52,"上升趋势中缩量回调,支撑有效"
603272.SH,联翔股份,☆缩量洗盘,21.11,-1.9508,0.63,连续缩量+地量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
603881.SH,数据港,☆缩量洗盘,36.82,-1.9702,1.01,,0.63,"上升趋势中缩量回调,支撑有效"
603324.SH,盛剑科技,☆缩量洗盘,26.95,-2.0,0.76,连续缩量+地量+缩量,0.65,"上升趋势中缩量回调,支撑有效"
002048.SZ,宁波华翔,☆缩量洗盘,32.5,-2.0199,0.67,连续缩量+地量+缩量,0.62,"上升趋势中缩量回调,支撑有效"
002669.SZ,康达新材,☆缩量洗盘,15.0,-2.0248,0.67,连续缩量+地量+缩量,0.64,"上升趋势中缩量回调,支撑有效"
600586.SH,金晶科技,☆缩量洗盘,6.28,-2.0281,0.55,连续缩量+缩量,0.58,"上升趋势中缩量回调,支撑有效"
603105.SH,芯能科技,☆缩量洗盘,10.13,-2.0309,0.82,缩量,0.61,"上升趋势中缩量回调,支撑有效"
603370.SH,华新精科,☆缩量洗盘,51.25,-2.0451,0.49,连续缩量+地量+平量+缩量,0.22,"上升趋势中缩量回调,支撑有效"
002219.SZ,新里程,☆缩量洗盘,2.39,-2.0492,0.68,连续缩量+地量+缩量,0.33,"上升趋势中缩量回调,支撑有效"
000410.SZ,沈阳机床,☆缩量洗盘,8.02,-2.0757,0.78,连续缩量+缩量,0.57,"上升趋势中缩量回调,支撑有效"
003025.SZ,思进智能,☆缩量洗盘,14.61,-2.0777,0.92,地量,0.52,"上升趋势中缩量回调,支撑有效"
600763.SH,通策医疗,☆缩量洗盘,45.17,-2.0811,0.91,,0.54,"上升趋势中缩量回调,支撑有效"
001336.SZ,楚环科技,☆缩量洗盘,26.34,-2.0818,0.89,地量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
002798.SZ,帝欧水华,☆缩量洗盘,6.58,-2.0833,0.59,连续缩量+地量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
601778.SH,晶科科技,☆缩量洗盘,4.2,-2.0979,0.73,连续缩量+地量+缩量,0.61,"上升趋势中缩量回调,支撑有效"
002932.SZ,明德生物,☆缩量洗盘,19.5,-2.1084,0.93,连续缩量,0.37,"上升趋势中缩量回调,支撑有效"
600676.SH,交运股份,☆缩量洗盘,7.87,-2.1144,0.55,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
600152.SH,维科技术,☆缩量洗盘,7.74,-2.1492,0.69,连续缩量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
000028.SZ,国药一致,☆缩量洗盘,26.33,-2.1553,0.8,连续缩量+缩量,0.65,"上升趋势中缩量回调,支撑有效"
002393.SZ,力生制药,☆缩量洗盘,22.21,-2.1586,0.85,连续缩量+缩量,0.36,"上升趋势中缩量回调,支撑有效"
603917.SH,合力科技,☆缩量洗盘,14.93,-2.1625,0.64,连续缩量+地量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
603598.SH,引力传媒,☆缩量洗盘,25.3,-2.1655,1.01,平量,0.52,"上升趋势中缩量回调,支撑有效"
603658.SH,安图生物,☆缩量洗盘,37.36,-2.1733,0.93,连续缩量,0.29,"上升趋势中缩量回调,支撑有效"
002549.SZ,凯美特气,☆缩量洗盘,22.94,-2.1748,0.97,梯量+平量,0.62,"上升趋势中缩量回调,支撑有效"
002591.SZ,恒大高新,☆缩量洗盘,7.57,-2.1964,0.64,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
605058.SH,澳弘电子,☆缩量洗盘,31.1,-2.2013,0.82,地量+缩量,0.53,"上升趋势中缩量回调,支撑有效"
603538.SH,美诺华,☆缩量洗盘,21.76,-2.2022,0.58,连续缩量+缩量,0.23,"上升趋势中缩量回调,支撑有效"
603859.SH,能科科技,☆缩量洗盘,48.21,-2.211,0.74,连续缩量+地量+缩量,0.47,"上升趋势中缩量回调,支撑有效"
603004.SH,鼎龙科技,☆缩量洗盘,24.21,-2.2213,0.85,连续缩量+地量+缩量,0.55,"上升趋势中缩量回调,支撑有效"
002397.SZ,梦洁股份,☆缩量洗盘,4.39,-2.2272,0.51,连续缩量+地量+缩量,0.6,"上升趋势中缩量回调,支撑有效"
600654.SH,中安科,☆缩量洗盘,3.95,-2.2277,0.87,平量+缩量,0.59,"上升趋势中缩量回调,支撑有效"
600733.SH,北汽蓝谷,☆缩量洗盘,8.24,-2.2539,0.74,缩量,0.38,"上升趋势中缩量回调,支撑有效"
605319.SH,无锡振华,☆缩量洗盘,24.16,-2.2654,0.95,,0.23,"上升趋势中缩量回调,支撑有效"
603087.SH,甘李药业,☆缩量洗盘,69.7,-2.2715,0.84,缩量,0.44,"上升趋势中缩量回调,支撑有效"
001230.SZ,劲旅环境,☆缩量洗盘,23.2,-2.2746,0.92,,0.33,"上升趋势中缩量回调,支撑有效"
603617.SH,君禾股份,☆缩量洗盘,7.68,-2.2901,0.85,连续缩量+缩量,0.24,"上升趋势中缩量回调,支撑有效"
603095.SH,越剑智能,☆缩量洗盘,18.77,-2.2905,0.74,地量+缩量,0.65,"上升趋势中缩量回调,支撑有效"
605018.SH,长华集团,☆缩量洗盘,11.46,-2.3018,0.93,,0.25,"上升趋势中缩量回调,支撑有效"
603082.SH,北自科技,☆缩量洗盘,37.52,-2.3425,0.8,连续缩量+地量+缩量,0.34,"上升趋势中缩量回调,支撑有效"
600071.SH,凤凰光学,☆缩量洗盘,22.06,-2.3462,0.94,,0.37,"上升趋势中缩量回调,支撑有效"
600671.SH,天目药业,☆缩量洗盘,18.66,-2.3548,0.54,连续缩量+地量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
002044.SZ,美年健康,☆缩量洗盘,7.02,-2.3644,0.59,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
001380.SZ,华纬科技,☆缩量洗盘,23.44,-2.374,1.05,平量,0.33,"上升趋势中缩量回调,支撑有效"
002038.SZ,双鹭药业,☆缩量洗盘,7.77,-2.3869,0.73,连续缩量+缩量,0.55,"上升趋势中缩量回调,支撑有效"
002617.SZ,露笑科技,☆缩量洗盘,8.99,-2.3887,0.61,连续缩量+地量+缩量,0.37,"上升趋势中缩量回调,支撑有效"
001211.SZ,双枪科技,☆缩量洗盘,28.52,-2.3956,0.82,地量+缩量,0.53,"上升趋势中缩量回调,支撑有效"
603987.SH,康德莱,☆缩量洗盘,9.22,-2.4339,1.04,,0.47,"上升趋势中缩量回调,支撑有效"
603075.SH,热威股份,☆缩量洗盘,23.56,-2.4431,0.75,连续缩量+缩量,0.41,"上升趋势中缩量回调,支撑有效"
600633.SH,浙数文化,☆缩量洗盘,15.09,-2.4564,0.86,连续缩量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
603888.SH,新华网,☆缩量洗盘,23.7,-2.4691,0.78,连续缩量+地量+缩量,0.4,"上升趋势中缩量回调,支撑有效"
002036.SZ,联创电子,☆缩量洗盘,11.63,-2.5147,0.63,连续缩量+缩量,0.61,"上升趋势中缩量回调,支撑有效"
603270.SH,金帝股份,☆缩量洗盘,27.13,-2.5153,0.86,地量+缩量,0.64,"上升趋势中缩量回调,支撑有效"
002023.SZ,海特高新,☆缩量洗盘,13.93,-2.5192,0.69,连续缩量+地量+缩量,0.62,"上升趋势中缩量回调,支撑有效"
603158.SH,腾龙股份,☆缩量洗盘,10.64,-2.5641,1.04,,0.31,"上升趋势中缩量回调,支撑有效"
605398.SH,新炬网络,☆缩量洗盘,30.81,-2.5925,0.75,连续缩量+地量+缩量,0.33,"上升趋势中缩量回调,支撑有效"
002316.SZ,亚联发展,☆缩量洗盘,5.26,-2.5926,0.77,连续缩量+地量+缩量,0.35,"上升趋势中缩量回调,支撑有效"
603709.SH,中源家居,☆缩量洗盘,17.64,-2.5953,0.58,连续缩量+地量+缩量,0.34,"上升趋势中缩量回调,支撑有效"
603089.SH,正裕工业,☆缩量洗盘,13.87,-2.5983,0.69,连续缩量+地量+缩量,0.28,"上升趋势中缩量回调,支撑有效"
001212.SZ,中旗新材,☆缩量洗盘,52.34,-2.6233,0.84,连续缩量+缩量,0.5,"上升趋势中缩量回调,支撑有效"
000607.SZ,华媒控股,☆缩量洗盘,4.8,-2.6369,0.54,连续缩量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
002579.SZ,中京电子,☆缩量洗盘,12.31,-2.6877,0.46,连续缩量+地量+缩量,0.39,"上升趋势中缩量回调,支撑有效"
603936.SH,博敏电子,☆缩量洗盘,12.63,-2.6965,0.65,地量+缩量,0.49,"上升趋势中缩量回调,支撑有效"
603334.SH,丰倍生物,☆缩量洗盘,48.35,-2.7163,0.93,,0.2,"上升趋势中缩量回调,支撑有效"
603166.SH,福达股份,☆缩量洗盘,17.29,-2.7559,0.77,连续缩量+地量+缩量,0.44,"上升趋势中缩量回调,支撑有效"
002283.SZ,天润工业,☆缩量洗盘,6.93,-2.805,0.5,连续缩量+地量+缩量,0.64,"上升趋势中缩量回调,支撑有效"
000066.SZ,中国长城,☆缩量洗盘,16.6,-2.8103,0.45,连续缩量+地量+缩量,0.49,"上升趋势中缩量回调,支撑有效"
603666.SH,亿嘉和,☆缩量洗盘,32.92,-2.8622,0.8,缩量,0.51,"上升趋势中缩量回调,支撑有效"
603586.SH,金麒麟,☆缩量洗盘,18.97,-2.8674,1.04,连续缩量+平量,0.24,"上升趋势中缩量回调,支撑有效"
603309.SH,维力医疗,☆缩量洗盘,14.2,-2.8728,0.81,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
002181.SZ,粤传媒,☆缩量洗盘,10.74,-2.8933,0.62,连续缩量+地量+缩量,0.54,"上升趋势中缩量回调,支撑有效"
600539.SH,狮头股份,☆缩量洗盘,11.0,-2.9126,0.82,地量+缩量,0.24,"上升趋势中缩量回调,支撑有效"
605277.SH,新亚电子,☆缩量洗盘,24.16,-2.9329,0.81,缩量,0.34,"上升趋势中缩量回调,支撑有效"
001330.SZ,博纳影业,☆缩量洗盘,9.21,-2.9505,0.75,连续缩量+地量+缩量,0.52,"上升趋势中缩量回调,支撑有效"
002960.SZ,青鸟消防,☆缩量洗盘,11.13,-2.9643,0.85,地量+缩量,0.29,"上升趋势中缩量回调,支撑有效"
601089.SH,福元医药,☆缩量洗盘,27.96,-2.984,0.92,,0.55,"上升趋势中缩量回调,支撑有效"
605128.SH,上海沿浦,☆缩量洗盘,39.7,-3.0288,0.81,地量+缩量,0.46,"上升趋势中缩量回调,支撑有效"
605198.SH,安德利,☆缩量洗盘,44.6,-3.0435,0.89,连续缩量+缩量,0.53,"上升趋势中缩量回调,支撑有效"
002589.SZ,瑞康医药,☆缩量洗盘,3.5,-3.0471,0.74,连续缩量+缩量,0.38,"上升趋势中缩量回调,支撑有效"
000987.SZ,越秀资本,☆缩量洗盘,10.4,-3.0755,0.57,连续缩量+地量+缩量,0.64,"上升趋势中缩量回调,支撑有效"
603013.SH,亚普股份,☆缩量洗盘,25.43,-3.0869,0.66,连续缩量+地量+缩量,0.53,"上升趋势中缩量回调,支撑有效"
001314.SZ,亿道信息,☆缩量洗盘,48.8,-3.1362,0.91,,0.43,"上升趋势中缩量回调,支撑有效"
002747.SZ,埃斯顿,☆缩量洗盘,24.36,-3.1412,0.87,连续缩量+地量+平量+缩量,0.56,"上升趋势中缩量回调,支撑有效"
002195.SZ,岩山科技,☆缩量洗盘,9.78,-3.1683,0.62,连续缩量+地量+缩量,0.55,"上升趋势中缩量回调,支撑有效"
002315.SZ,焦点科技,☆缩量洗盘,52.08,-3.251,0.95,,0.49,"上升趋势中缩量回调,支撑有效"
603602.SH,纵横通信,☆缩量洗盘,15.39,-3.2684,0.87,连续缩量+地量+平量+缩量,0.4,"上升趋势中缩量回调,支撑有效"
600662.SH,外服控股,☆缩量洗盘,5.99,-3.3871,0.79,地量+缩量,0.53,"上升趋势中缩量回调,支撑有效"
603037.SH,凯众股份,☆缩量洗盘,17.4,-3.4942,0.48,地量+缩量,0.63,"上升趋势中缩量回调,支撑有效"
002864.SZ,盘龙药业,☆缩量洗盘,34.79,-3.4951,0.83,连续缩量+地量+缩量,0.43,"上升趋势中缩量回调,支撑有效"
002857.SZ,三晖电气,☆缩量洗盘,22.83,-3.508,0.74,连续缩量+地量+缩量,0.33,"上升趋势中缩量回调,支撑有效"
001202.SZ,炬申股份,☆缩量洗盘,17.7,-3.5422,0.51,连续缩量+地量+缩量,0.4,"上升趋势中缩量回调,支撑有效"
600477.SH,杭萧钢构,☆缩量洗盘,3.6,-3.7433,0.54,连续缩量+地量+缩量,0.48,"上升趋势中缩量回调,支撑有效"
605089.SH,味知香,☆缩量洗盘,29.66,-3.7638,0.55,连续缩量+地量+缩量,0.56,"上升趋势中缩量回调,支撑有效"
000880.SZ,潍柴重机,☆缩量洗盘,35.22,-3.7705,0.7,连续缩量+缩量,0.3,"上升趋势中缩量回调,支撑有效"
605555.SH,德昌股份,☆缩量洗盘,18.57,-3.7824,0.96,,0.54,"上升趋势中缩量回调,支撑有效"
002664.SZ,信质集团,☆缩量洗盘,25.4,-3.9698,0.71,连续缩量+地量+缩量,0.31,"上升趋势中缩量回调,支撑有效"
001306.SZ,夏厦精密,☆缩量洗盘,85.97,-4.1476,0.84,缩量,0.24,"上升趋势中缩量回调,支撑有效"
603051.SH,鹿山新材,☆缩量洗盘,25.13,-4.1571,0.61,连续缩量+地量+缩量,0.56,"上升趋势中缩量回调,支撑有效"
001221.SZ,悍高集团,☆缩量洗盘,67.33,-4.2792,0.78,连续缩量+地量+缩量,0.3,"上升趋势中缩量回调,支撑有效"
002380.SZ,科远智慧,☆缩量洗盘,29.93,-4.4686,0.91,连续缩量,0.52,"上升趋势中缩量回调,支撑有效"
600774.SH,汉商集团,☆缩量洗盘,10.72,-4.5414,0.7,连续缩量+地量+缩量,0.43,"上升趋势中缩量回调,支撑有效"
603811.SH,诚意药业,☆缩量洗盘,11.85,-4.5894,1.04,连续缩量,0.23,"上升趋势中缩量回调,支撑有效"
603319.SH,美湖股份,☆缩量洗盘,39.27,-4.615,0.96,,0.64,"上升趋势中缩量回调,支撑有效"
600590.SH,泰豪科技,☆缩量洗盘,11.09,-4.8069,0.73,地量+缩量,0.51,"上升趋势中缩量回调,支撑有效"
002950.SZ,奥美医疗,☆缩量洗盘,12.18,-4.8438,0.88,连续缩量+缩量,0.63,"上升趋势中缩量回调,支撑有效"
002767.SZ,先锋电子,☆缩量洗盘,22.88,-4.9044,0.94,,0.61,"上升趋势中缩量回调,支撑有效"
001260.SZ,坤泰股份,☆缩量洗盘,22.11,-4.9441,1.01,连续缩量+平量,0.47,"上升趋势中缩量回调,支撑有效"
600170.SH,上海建工,▲梯量上行,3.18,10.0346,1.52,梯量+高量,0.54,"成交量温和放大,主力推升"
603958.SH,哈森股份,▲梯量上行,15.8,10.0279,1.89,梯量+高量,0.53,"成交量温和放大,主力推升"
002467.SZ,二六三,▲梯量上行,6.89,6.0,1.45,梯量+高量,0.52,"成交量温和放大,主力推升"
605337.SH,李子园,▲梯量上行,13.56,5.8548,2.31,倍量+梯量+高量,0.54,"成交量温和放大,主力推升"
600792.SH,云煤能源,▲梯量上行,4.23,5.2239,1.36,梯量+高量,0.27,"成交量温和放大,主力推升"
000042.SZ,中洲控股,▲梯量上行,8.44,4.9751,1.91,梯量+高量,0.53,"成交量温和放大,主力推升"
600516.SH,方大炭素,▲梯量上行,6.11,4.0886,1.51,梯量+高量,0.57,"成交量温和放大,主力推升"
600475.SH,华光环能,▲梯量上行,22.27,3.6778,1.6,梯量+高量,0.58,"成交量温和放大,主力推升"
600980.SH,北矿科技,▲梯量上行,26.06,3.4538,1.51,梯量+高量,0.52,"成交量温和放大,主力推升"
600423.SH,柳化股份,▲梯量上行,4.05,3.3163,2.88,倍量+梯量+高量,0.51,"成交量温和放大,主力推升"
600758.SH,辽宁能源,▲梯量上行,3.92,3.1579,1.36,梯量+高量,0.28,"成交量温和放大,主力推升"
002286.SZ,保龄宝,▲梯量上行,10.2,3.1345,1.06,梯量,0.42,"成交量温和放大,主力推升"
603757.SH,大元泵业,▲梯量上行,42.29,2.9705,1.5,梯量+高量,0.45,"成交量温和放大,主力推升"
000517.SZ,荣安地产,▲梯量上行,1.82,2.8249,1.31,梯量,0.18,"成交量温和放大,主力推升"
601128.SH,常熟银行,▲梯量上行,7.34,2.2284,1.36,梯量+高量,0.47,"成交量温和放大,主力推升"
000019.SZ,深粮控股,▲梯量上行,7.13,1.8571,1.26,梯量,0.48,"成交量温和放大,主力推升"
601022.SH,宁波远洋,▲梯量上行,10.0,1.833,1.42,梯量,0.41,"成交量温和放大,主力推升"
600171.SH,上海贝岭,▲梯量上行,34.46,1.8322,1.66,梯量+高量,0.43,"成交量温和放大,主力推升"
600648.SH,外高桥,▲梯量上行,10.6,1.0486,1.15,梯量,0.4,"成交量温和放大,主力推升"
600897.SH,厦门空港,▲梯量上行,17.56,0.9776,1.19,梯量,0.41,"成交量温和放大,主力推升"
002966.SZ,苏州银行,▲梯量上行,8.1,0.8717,1.44,梯量+高量,0.25,"成交量温和放大,主力推升"
000563.SZ,陕国投Ａ,▲梯量上行,3.64,0.831,1.15,梯量,0.46,"成交量温和放大,主力推升"
603230.SH,内蒙新华,▲梯量上行,12.68,0.7949,1.36,梯量,0.22,"成交量温和放大,主力推升"
603068.SH,博通集成,▲梯量上行,40.45,0.7723,1.29,梯量,0.37,"成交量温和放大,主力推升"
000519.SZ,中兵红箭,▲梯量上行,19.77,0.6107,1.86,梯量+高量,0.41,"成交量温和放大,主力推升"
002094.SZ,青岛金王,▲梯量上行,8.29,0.6068,1.24,梯量,0.53,"成交量温和放大,主力推升"
603310.SH,巍华新材,▲梯量上行,17.82,0.451,1.11,梯量+平量,0.24,"成交量温和放大,主力推升"
003026.SZ,中晶科技,▲梯量上行,34.74,0.3466,1.23,梯量,0.53,"成交量温和放大,主力推升"
603912.SH,佳力图,▲梯量上行,8.89,0.3386,1.26,梯量+平量,0.25,"成交量温和放大,主力推升"
600012.SH,皖通高速,▲梯量上行,14.14,0.2837,1.11,梯量,0.39,"成交量温和放大,主力推升"
001339.SZ,智微智能,▲梯量上行,57.19,0.0875,1.33,梯量+高量,0.34,"成交量温和放大,主力推升"
003010.SZ,若羽臣,▲梯量上行,38.26,0.0261,1.54,梯量+高量,0.15,"成交量温和放大,主力推升"
600126.SH,杭钢股份,▲梯量上行,9.11,0.0,1.23,梯量+平量,0.39,"成交量温和放大,主力推升"
000818.SZ,航锦科技,▲梯量上行,22.05,-0.7651,1.59,梯量+高量+平量,0.36,"成交量温和放大,主力推升"
